index,Rating,Reviews,Installs_num,Price_num,Size_MB
Rating,1.0,0.05443423872806895,0.03652810346072836,-0.018774888659600215,0.03992146736241198
Reviews,0.05443423872806895,1.0,0.6126900071741779,-0.007886308485364745,0.08510022681749542
Installs_num,0.03652810346072836,0.6126900071741779,1.0,-0.009620931054133686,0.03557554780472978
Price_num,-0.018774888659600215,-0.007886308485364745,-0.009620931054133686,1.0,-0.019621498391556885
Size_MB,0.03992146736241198,0.08510022681749542,0.03557554780472978,-0.019621498391556885,1.0
